raw_food_name,main_food,canonical_food,matched,match_score,has_extras,extras_list
2 خوراک چیکن استروگانوف+پوره سیب زمینی+نوشیدنی,2 خوراک چیکن استروگانوف,2 خوراک چیکن استروگانوف,True,100.0,True,پوره سیب زمینی|نوشیدنی
3 بسته ارزاق (ایام تعطیل),3 بسته ارزاق,3 بسته ارزاق,False,45.0,False,
آش,آش,آش,False,57.0,False,
استانبولی با گوشت+بامیه,استانبولی با گوشت,استانبولی پلو با گوشت,True,95.0,True,بامیه
استانبولی با گوشت+سالاد,استانبولی با گوشت,استانبولی پلو با گوشت,True,95.0,True,سالاد
استانبولی با گوشت+ماست,استانبولی با گوشت,استانبولی پلو با گوشت,True,95.0,True,ماست
استانبولی با گوشت+ماست موسیر,استانبولی با گوشت,استانبولی پلو با گوشت,True,95.0,True,ماست موسیر
استانبولی با گوشت+ماست و خیار,استانبولی با گوشت,استانبولی پلو با گوشت,True,95.0,True,ماست و خیار
استانبولی با گوشت+ماست+میوه,استانبولی با گوشت,استانبولی پلو با گوشت,True,95.0,True,ماست|میوه
استانبولی پلو با سویا(رستوران آزاد-کشاورزی),استانبولی پلو با سویا,استانبولی پلو با سویا,False,85.71,False,
استانبولی پلو با مرغ+سالاد شیرازی,استانبولی پلو با مرغ,استانبولی پلو با مرغ,True,100.0,True,سالاد شیرازی
استانبولی پلو با مرغ+سالاد شیرازی+میوه,استانبولی پلو با مرغ,استانبولی پلو با مرغ,True,100.0,True,سالاد شیرازی|میوه
استانبولی پلو با مرغ+سالاد کلم,استانبولی پلو با مرغ,استانبولی پلو با مرغ,True,100.0,True,سالاد کلم
استانبولی پلو با مرغ+ماست موسیر,استانبولی پلو با مرغ,استانبولی پلو با مرغ,True,100.0,True,ماست موسیر
استانبولی پلو با مرغ+ماست و خیار,استانبولی پلو با مرغ,استانبولی پلو با مرغ,True,100.0,True,ماست و خیار
استانبولی پلو با مرغ+ماست+میوه,استانبولی پلو با مرغ,استانبولی پلو با مرغ,True,100.0,True,ماست|میوه
استانبولی پلو با مرغ+میوه+ماست و خیار,استانبولی پلو با مرغ,استانبولی پلو با مرغ,True,100.0,True,میوه|ماست و خیار
استانبولی پلو با مرغ+نوشیدنی,استانبولی پلو با مرغ,استانبولی پلو با مرغ,True,100.0,True,نوشیدنی
استانبولی پلو با گوشت + سالاد + میوه,استانبولی پلو با گوشت,استانبولی پلو با گوشت,True,100.0,True,سالاد|میوه
استانبولی پلو با گوشت + ماست + میوه,استانبولی پلو با گوشت,استانبولی پلو با گوشت,True,100.0,True,ماست|میوه
استانبولی پلو با گوشت+ماست موسیر+میوه,استانبولی پلو با گوشت,استانبولی پلو با گوشت,True,100.0,True,ماست موسیر|میوه
افطار روزانه (7 روز),افطار روزانه,افطار روزانه,False,47.5,False,
باقلاپلو با مرغ+سالاد,باقلاپلو با مرغ,باقلاپلو با مرغ,True,100.0,True,سالاد
باقلاپلو با مرغ+سالاد کلم,باقلاپلو با مرغ,باقلاپلو با مرغ,True,100.0,True,سالاد کلم
باقلاپلو با مرغ+سوپ,باقلاپلو با مرغ,باقلاپلو با مرغ,True,100.0,True,سوپ
باقلاپلو با مرغ+سوپ جو,باقلاپلو با مرغ,باقلاپلو با مرغ,True,100.0,True,سوپ جو
باقلاپلو با مرغ+ماست موسیر,باقلاپلو با مرغ,باقلاپلو با مرغ,True,100.0,True,ماست موسیر
باقلاپلو با مرغ+ماست موسیر+میوه,باقلاپلو با مرغ,باقلاپلو با مرغ,True,100.0,True,ماست موسیر|میوه
باقلاپلو با مرغ+میوه+ژله تک نفره,باقلاپلو با مرغ,باقلاپلو با مرغ,True,100.0,True,میوه|ژله تک نفره
باقلاپلو با مرغ+ژله تک نفره,باقلاپلو با مرغ,باقلاپلو با مرغ,True,100.0,True,ژله تک نفره
باقلاپلو با گوشت+آش جو,باقلاپلو با گوشت,باقلاپلو با گوشت,True,100.0,True,آش جو
باقلاپلو با گوشت+دوغ,باقلاپلو با گوشت,باقلاپلو با گوشت,True,100.0,True,دوغ
باقلاپلو با گوشت+سالاد,باقلاپلو با گوشت,باقلاپلو با گوشت,True,100.0,True,سالاد
باقلاپلو با گوشت+سالاد شیرازی,باقلاپلو با گوشت,باقلاپلو با گوشت,True,100.0,True,سالاد شیرازی
باقلاپلو با گوشت+سالاد+میوه,باقلاپلو با گوشت,باقلاپلو با گوشت,True,100.0,True,سالاد|میوه
باقلاپلو با گوشت+ماست,باقلاپلو با گوشت,باقلاپلو با گوشت,True,100.0,True,ماست
باقلاپلو با گوشت+ماست موسیر,باقلاپلو با گوشت,باقلاپلو با گوشت,True,100.0,True,ماست موسیر
باقلاپلو با گوشت+ماست و خیار,باقلاپلو با گوشت,باقلاپلو با گوشت,True,100.0,True,ماست و خیار
باقلاپلو با گوشت+میوه,باقلاپلو با گوشت,باقلاپلو با گوشت,True,100.0,True,میوه
باقلاپلو با گوشت+میوه+ماست و خیار,باقلاپلو با گوشت,باقلاپلو با گوشت,True,100.0,True,میوه|ماست و خیار
خرید از بوفه روزانه,خرید از بوفه روزانه,خرید از بوفه روزانه,False,56.41,False,
خرید از بوفه هفتگی (5 روز),خرید از بوفه هفتگی,خرید از بوفه هفتگی,False,55.56,False,
خوراک آبگوشت,خوراک آبگوشت,خوراک آبگوشت,True,100.0,False,
خوراک آبگوشت+ترشی (60 گرم),خوراک آبگوشت,خوراک آبگوشت,True,100.0,True,ترشی (60 گرم)
خوراک آبگوشت+دوغ,خوراک آبگوشت,خوراک آبگوشت,True,100.0,True,دوغ
خوراک آبگوشت+دوغ+میوه+نان سنگک,خوراک آبگوشت,خوراک آبگوشت,True,100.0,True,دوغ|میوه|نان سنگک
خوراک آبگوشت+دوغ+نان بربری,خوراک آبگوشت,خوراک آبگوشت,True,100.0,True,دوغ|نان بربری
خوراک آبگوشت+دوغ+نان سنگک,خوراک آبگوشت,خوراک آبگوشت,True,100.0,True,دوغ|نان سنگک
خوراک آبگوشت+ماست,خوراک آبگوشت,خوراک آبگوشت,True,100.0,True,ماست
خوراک آبگوشت+ماست موسیر,خوراک آبگوشت,خوراک آبگوشت,True,100.0,True,ماست موسیر
خوراک آبگوشت+ماست موسیر+نان سنگک,خوراک آبگوشت,خوراک آبگوشت,True,100.0,True,ماست موسیر|نان سنگک
خوراک آبگوشت+ماست+نان سنگک,خوراک آبگوشت,خوراک آبگوشت,True,100.0,True,ماست|نان سنگک
خوراک آبگوشت+میوه+نوشیدنی,خوراک آبگوشت,خوراک آبگوشت,True,100.0,True,میوه|نوشیدنی
خوراک آبگوشت+نان سنگک+ترشی (60 گرم),خوراک آبگوشت,خوراک آبگوشت,True,100.0,True,نان سنگک|ترشی (60 گرم)
خوراک بادمجان(یتیمچه),خوراک بادمجان,خوراک بادمجان,True,100.0,False,
خوراک بادمجان(یتیمچه) + ماست,خوراک بادمجان,خوراک بادمجان,True,100.0,True,ماست
خوراک بادمجان(یتیمچه)+ میوه,خوراک بادمجان,خوراک بادمجان,True,100.0,True,میوه
خوراک بادمجان(یتیمچه)+ ژله تک نفره,خوراک بادمجان,خوراک بادمجان,True,100.0,True,ژله تک نفره
خوراک بادمجان(یتیمچه)+آش,خوراک بادمجان,خوراک بادمجان,True,100.0,True,آش
خوراک بادمجان(یتیمچه)+سالاد,خوراک بادمجان,خوراک بادمجان,True,100.0,True,سالاد
خوراک بادمجان(یتیمچه)+ماست موسیر,خوراک بادمجان,خوراک بادمجان,True,100.0,True,ماست موسیر
خوراک بادمجان(یتیمچه)+ژله تک نفره,خوراک بادمجان,خوراک بادمجان,True,100.0,True,ژله تک نفره
خوراک بیف استروگانوف+آش رشته+پوره سیب زمینی,خوراک بیف استروگانوف,خوراک بیف استروگانوف,True,100.0,True,آش رشته|پوره سیب زمینی
خوراک بیف استروگانوف+سالاد,خوراک بیف استروگانوف,خوراک بیف استروگانوف,True,100.0,True,سالاد
خوراک بیف استروگانوف+سیب زمینی سرخ کرده+میوه,خوراک بیف استروگانوف,خوراک بیف استروگانوف,True,100.0,True,سیب زمینی سرخ کرده|میوه
خوراک بیف استروگانوف+میوه,خوراک بیف استروگانوف,خوراک بیف استروگانوف,True,100.0,True,میوه
خوراک بیف استروگانوف+پوره سیب زمینی+سوپ,خوراک بیف استروگانوف,خوراک بیف استروگانوف,True,100.0,True,پوره سیب زمینی|سوپ
خوراک بیف استروگانوف+پوره سیب زمینی+میوه,خوراک بیف استروگانوف,خوراک بیف استروگانوف,True,100.0,True,پوره سیب زمینی|میوه
خوراک بیف استروگانوف+ژله تک نفره,خوراک بیف استروگانوف,خوراک بیف استروگانوف,True,100.0,True,ژله تک نفره
خوراک جوجه چینی,خوراک جوجه چینی,خوراک جوجه چینی,True,100.0,False,
خوراک جوجه چینی+سیب زمینی سرخ کرده+سس کچاپ(تکنفره)+مخلفات,خوراک جوجه چینی,خوراک جوجه چینی,True,100.0,True,سیب زمینی سرخ کرده|سس کچاپ(تکنفره)|مخلفات
خوراک جوجه چینی+سیب زمینی سرخ کرده+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+میوه+خیار شور (50 گرم),خوراک جوجه چینی,خوراک جوجه چینی,True,100.0,True,سیب زمینی سرخ کرده|سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|میوه|خیار شور (50 گرم)
خوراک جوجه چینی+سیب زمینی سرخ کرده+مخلفات,خوراک جوجه چینی,خوراک جوجه چینی,True,100.0,True,سیب زمینی سرخ کرده|مخلفات
خوراک جوجه چینی+مخلفات+میوه,خوراک جوجه چینی,خوراک جوجه چینی,True,100.0,True,مخلفات|میوه
خوراک جوجه چینی+پوره سیب زمینی+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+میوه+خیار شور (50 گرم),خوراک جوجه چینی,خوراک جوجه چینی,True,100.0,True,پوره سیب زمینی|سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|میوه|خیار شور (50 گرم)
خوراک جوجه چینی+پوره سیب زمینی+مخلفات,خوراک جوجه چینی,خوراک جوجه چینی,True,100.0,True,پوره سیب زمینی|مخلفات
خوراک جوجه چینی+پوره سیب زمینی+مخلفات+میوه,خوراک جوجه چینی,خوراک جوجه چینی,True,100.0,True,پوره سیب زمینی|مخلفات|میوه
خوراک جوجه چینی+پوره سیب زمینی+میوه+نوشیدنی,خوراک جوجه چینی,خوراک جوجه چینی,True,100.0,True,پوره سیب زمینی|میوه|نوشیدنی
خوراک دلمه بادمجان,خوراک دلمه بادمجان,,False,,False,
خوراک دلمه فلفل,خوراک دلمه فلفل,خوراک دلمه,True,90.0,False,
خوراک دلمه فلفل+دوغ,خوراک دلمه فلفل,خوراک دلمه,True,90.0,True,دوغ
خوراک دلمه فلفل+سوپ,خوراک دلمه فلفل,خوراک دلمه,True,90.0,True,سوپ
خوراک دلمه فلفل+ماست,خوراک دلمه فلفل,خوراک دلمه,True,90.0,True,ماست
خوراک دلمه فلفل+ماست موسیر,خوراک دلمه فلفل,خوراک دلمه,True,90.0,True,ماست موسیر
خوراک دلمه فلفل+پوره سیب زمینی+ترشی (60 گرم),خوراک دلمه فلفل,خوراک دلمه,True,90.0,True,پوره سیب زمینی|ترشی (60 گرم)
خوراک دلمه فلفل+پوره سیب زمینی+دوغ,خوراک دلمه فلفل,خوراک دلمه,True,90.0,True,پوره سیب زمینی|دوغ
خوراک دلمه فلفل+پوره سیب زمینی+ماست,خوراک دلمه فلفل,خوراک دلمه,True,90.0,True,پوره سیب زمینی|ماست
خوراک دلمه فلفل+پوره سیب زمینی+ماست موسیر,خوراک دلمه فلفل,خوراک دلمه,True,90.0,True,پوره سیب زمینی|ماست موسیر
خوراک سالاد الویه+آش رشته,خوراک سالاد الویه,خوراک سالاد الویه,True,100.0,True,آش رشته
خوراک سالاد الویه+آش رشته+مخلفات,خوراک سالاد الویه,خوراک سالاد الویه,True,100.0,True,آش رشته|مخلفات
خوراک سالاد الویه+خوراک عدسی (کنارغذا),خوراک سالاد الویه,خوراک سالاد الویه,True,100.0,True,خوراک عدسی (کنارغذا)
خوراک سالاد الویه+خوراک لوبیا,خوراک سالاد الویه,خوراک سالاد الویه,True,100.0,True,خوراک لوبیا
خوراک سالاد الویه+دوغ,خوراک سالاد الویه,خوراک سالاد الویه,True,100.0,True,دوغ
خوراک سالاد الویه+سوپ+مخلفات,خوراک سالاد الویه,خوراک سالاد الویه,True,100.0,True,سوپ|مخلفات
خوراک سالاد الویه+مخلفات,خوراک سالاد الویه,خوراک سالاد الویه,True,100.0,True,مخلفات
خوراک سالاد الویه+مخلفات+شله زرد,خوراک سالاد الویه,خوراک سالاد الویه,True,100.0,True,مخلفات|شله زرد
خوراک سالاد الویه+مخلفات+میوه,خوراک سالاد الویه,خوراک سالاد الویه,True,100.0,True,مخلفات|میوه
خوراک سالاد الویه+مخلفات+نوشیدنی,خوراک سالاد الویه,خوراک سالاد الویه,True,100.0,True,مخلفات|نوشیدنی
خوراک سالاد الویه+میوه,خوراک سالاد الویه,خوراک سالاد الویه,True,100.0,True,میوه
خوراک سالاد الویه+ژله تک نفره,خوراک سالاد الویه,خوراک سالاد الویه,True,100.0,True,ژله تک نفره
خوراک سالاد الویه+گوجه فرنگی حلقه ای (60 گرم)+خوراک عدسی (کنارغذا),خوراک سالاد الویه,خوراک سالاد الویه,True,100.0,True,گوجه فرنگی حلقه ای (60 گرم)|خوراک عدسی (کنارغذا)
خوراک سالاد ماکارونی,خوراک سالاد ماکارونی,خوراک سالاد ماکارونی,True,100.0,False,
خوراک سالاد ماکارونی+آش,خوراک سالاد ماکارونی,خوراک سالاد ماکارونی,True,100.0,True,آش
خوراک سالاد ماکارونی+آش شله قلمکار+ژله تک نفره,خوراک سالاد ماکارونی,خوراک سالاد ماکارونی,True,100.0,True,آش شله قلمکار|ژله تک نفره
خوراک سالاد ماکارونی+خوراک لوبیا,خوراک سالاد ماکارونی,خوراک سالاد ماکارونی,True,100.0,True,خوراک لوبیا
خوراک سالاد ماکارونی+دوغ,خوراک سالاد ماکارونی,خوراک سالاد ماکارونی,True,100.0,True,دوغ
خوراک سالاد ماکارونی+سالاد,خوراک سالاد ماکارونی,خوراک سالاد ماکارونی,True,100.0,True,سالاد
خوراک سالاد ماکارونی+سوپ,خوراک سالاد ماکارونی,خوراک سالاد ماکارونی,True,100.0,True,سوپ
خوراک سالاد ماکارونی+سوپ جو,خوراک سالاد ماکارونی,خوراک سالاد ماکارونی,True,100.0,True,سوپ جو
خوراک سالاد ماکارونی+میوه,خوراک سالاد ماکارونی,خوراک سالاد ماکارونی,True,100.0,True,میوه
خوراک سالاد ماکارونی+میوه+ژله تک نفره,خوراک سالاد ماکارونی,خوراک سالاد ماکارونی,True,100.0,True,میوه|ژله تک نفره
خوراک سالاد ماکارونی+نوشیدنی,خوراک سالاد ماکارونی,خوراک سالاد ماکارونی,True,100.0,True,نوشیدنی
خوراک سالاد ماکارونی+ژله تک نفره,خوراک سالاد ماکارونی,خوراک سالاد ماکارونی,True,100.0,True,ژله تک نفره
خوراک سوفله بادمجان,خوراک سوفله بادمجان,خوراک سوفله بادمجان,True,100.0,False,
خوراک سیب زمینی و تخم مرغ,خوراک سیب زمینی و تخم مرغ,خوراک سیب زمینی و تخم مرغ,True,100.0,False,
خوراک سیب زمینی و تخم مرغ+سس کچاپ(تکنفره)+مخلفات,خوراک سیب زمینی و تخم مرغ,خوراک سیب زمینی و تخم مرغ,True,100.0,True,سس کچاپ(تکنفره)|مخلفات
خوراک سیب زمینی و تخم مرغ+مخلفات,خوراک سیب زمینی و تخم مرغ,خوراک سیب زمینی و تخم مرغ,True,100.0,True,مخلفات
خوراک سیب زمینی و تخم مرغ+مخلفات+میوه,خوراک سیب زمینی و تخم مرغ,خوراک سیب زمینی و تخم مرغ,True,100.0,True,مخلفات|میوه
خوراک شنیسل مرغ + سیب زمینی سرخ کرده + 2 سس کچاپ(تکنفره) + گوجه فرنگی حلقه ای (60 گرم) + خیار شور (50 گرم),خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,سیب زمینی سرخ کرده|2 سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|خیار شور (50 گرم)
خوراک شنیسل مرغ + سیب زمینی سرخ کرده + سس کچاپ(تکنفره) + خیار شور (50 گرم) + گوجه فرنگی کبابی,خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,سیب زمینی سرخ کرده|سس کچاپ(تکنفره)|خیار شور (50 گرم)|گوجه فرنگی کبابی
خوراک شنیسل مرغ + سیب زمینی سرخ کرده + سس کچاپ(تکنفره) + گوجه فرنگی حلقه ای (60 گرم) + خیار شور (50 گرم),خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,سیب زمینی سرخ کرده|سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|خیار شور (50 گرم)
خوراک شنیسل مرغ + سیب زمینی سرخ کرده + گوجه فرنگی حلقه ای (60 گرم) + ماست + خیار شور (50 گرم),خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,سیب زمینی سرخ کرده|گوجه فرنگی حلقه ای (60 گرم)|ماست|خیار شور (50 گرم)
خوراک شنیسل مرغ+آش جو+سیب زمینی سرخ کرده+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+خیار شور (50 گرم),خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,آش جو|سیب زمینی سرخ کرده|سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|خیار شور (50 گرم)
خوراک شنیسل مرغ+دوغ+سیب زمینی سرخ کرده+مخلفات,خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,دوغ|سیب زمینی سرخ کرده|مخلفات
خوراک شنیسل مرغ+سالاد+سیب زمینی سرخ کرده+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+خیار شور (50 گرم),خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,سالاد|سیب زمینی سرخ کرده|سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|خیار شور (50 گرم)
خوراک شنیسل مرغ+سالاد+مخلفات,خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,سالاد|مخلفات
خوراک شنیسل مرغ+سیب زمینی سرخ کرده+سس کچاپ(تکنفره)+ماست+خیار شور (50 گرم)+لبو پخته,خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,سیب زمینی سرخ کرده|سس کچاپ(تکنفره)|ماست|خیار شور (50 گرم)|لبو پخته
خوراک شنیسل مرغ+سیب زمینی سرخ کرده+سس کچاپ(تکنفره)+مخلفات,خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,سیب زمینی سرخ کرده|سس کچاپ(تکنفره)|مخلفات
خوراک شنیسل مرغ+سیب زمینی سرخ کرده+سس کچاپ(تکنفره)+میوه+خیار شور (50 گرم)+لبو پخته,خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,سیب زمینی سرخ کرده|سس کچاپ(تکنفره)|میوه|خیار شور (50 گرم)|لبو پخته
خوراک شنیسل مرغ+سیب زمینی سرخ کرده+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+ماست موسیر+خیار شور (50 گرم),خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,سیب زمینی سرخ کرده|سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|ماست موسیر|خیار شور (50 گرم)
خوراک شنیسل مرغ+سیب زمینی سرخ کرده+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+ماست+خیار شور (50 گرم),خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,سیب زمینی سرخ کرده|سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|ماست|خیار شور (50 گرم)
خوراک شنیسل مرغ+سیب زمینی سرخ کرده+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+میوه+خیار شور (50 گرم),خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,سیب زمینی سرخ کرده|سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|میوه|خیار شور (50 گرم)
خوراک شنیسل مرغ+سیب زمینی سرخ کرده+مخلفات,خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,سیب زمینی سرخ کرده|مخلفات
خوراک شنیسل مرغ+سیب زمینی سرخ کرده+مخلفات+میوه,خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,سیب زمینی سرخ کرده|مخلفات|میوه
خوراک شنیسل مرغ+ماست موسیر+مخلفات,خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,ماست موسیر|مخلفات
خوراک شنیسل مرغ+ماست+مخلفات,خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,ماست|مخلفات
خوراک شنیسل مرغ+مخلفات+میوه,خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,مخلفات|میوه
خوراک شنیسل مرغ+پوره سیب زمینی+سالاد+سس کچاپ(تکنفره)+خیار شور (50 گرم),خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,پوره سیب زمینی|سالاد|سس کچاپ(تکنفره)|خیار شور (50 گرم)
خوراک شنیسل مرغ+پوره سیب زمینی+سالاد+سس کچاپ(تکنفره)+خیار شور (50 گرم)+هویج پخته (60 گرم),خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,پوره سیب زمینی|سالاد|سس کچاپ(تکنفره)|خیار شور (50 گرم)|هویج پخته (60 گرم)
خوراک شنیسل مرغ+پوره سیب زمینی+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+خیار شور (50 گرم)+بامیه,خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,پوره سیب زمینی|سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|خیار شور (50 گرم)|بامیه
خوراک شنیسل مرغ+پوره سیب زمینی+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+ماست موسیر+خیار شور (50 گرم),خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,پوره سیب زمینی|سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|ماست موسیر|خیار شور (50 گرم)
خوراک شنیسل مرغ+پوره سیب زمینی+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+میوه+خیار شور (50 گرم),خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,پوره سیب زمینی|سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|میوه|خیار شور (50 گرم)
خوراک شنیسل مرغ+پوره سیب زمینی+مخلفات+میوه,خوراک شنیسل مرغ,خوراک شنیسل مرغ,True,100.0,True,پوره سیب زمینی|مخلفات|میوه
خوراک عدسی(رستوران آزاد-کشاورزی),خوراک عدسی,خوراک عدسی,False,85.5,False,
خوراک فلافل+آش رشته+مخلفات,خوراک فلافل,خوراک فلافل,True,100.0,True,آش رشته|مخلفات
خوراک فلافل+آش شله قلمکار+مخلفات+نوشیدنی,خوراک فلافل,خوراک فلافل,True,100.0,True,آش شله قلمکار|مخلفات|نوشیدنی
خوراک فلافل+آش+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+خیار شور (50 گرم),خوراک فلافل,خوراک فلافل,True,100.0,True,آش|سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|خیار شور (50 گرم)
خوراک فلافل+آش+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+نان ساندویچی (30 سانتی متر)+خیار شور (50 گرم),خوراک فلافل,خوراک فلافل,True,100.0,True,آش|سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|نان ساندویچی (30 سانتی متر)|خیار شور (50 گرم)
خوراک فلافل+آش+مخلفات,خوراک فلافل,خوراک فلافل,True,100.0,True,آش|مخلفات
خوراک فلافل+دوغ+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+خیار شور (50 گرم),خوراک فلافل,خوراک فلافل,True,100.0,True,دوغ|سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|خیار شور (50 گرم)
خوراک فلافل+دوغ+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+نان ساندویچی (30 سانتی متر)+خیار شور (50 گرم),خوراک فلافل,خوراک فلافل,True,100.0,True,دوغ|سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|نان ساندویچی (30 سانتی متر)|خیار شور (50 گرم)
خوراک فلافل+دوغ+مخلفات,خوراک فلافل,خوراک فلافل,True,100.0,True,دوغ|مخلفات
خوراک فلافل+دوغ+مخلفات+نان ساندویچی (30 سانتی متر),خوراک فلافل,خوراک فلافل,True,100.0,True,دوغ|مخلفات|نان ساندویچی (30 سانتی متر)
خوراک فلافل+دوغ+گوجه فرنگی حلقه ای (60 گرم)+نان ساندویچی (30 سانتی متر)+خیار شور (50 گرم),خوراک فلافل,خوراک فلافل,True,100.0,True,دوغ|گوجه فرنگی حلقه ای (60 گرم)|نان ساندویچی (30 سانتی متر)|خیار شور (50 گرم)
خوراک فلافل+سالاد کلم+مخلفات+میوه,خوراک فلافل,خوراک فلافل,True,100.0,True,سالاد کلم|مخلفات|میوه
خوراک فلافل+سس کچاپ(تکنفره)+سوپ+گوجه فرنگی حلقه ای (60 گرم)+خیار شور (50 گرم),خوراک فلافل,خوراک فلافل,True,100.0,True,سس کچاپ(تکنفره)|سوپ|گوجه فرنگی حلقه ای (60 گرم)|خیار شور (50 گرم)
خوراک فلافل+سس کچاپ(تکنفره)+سوپ+گوجه فرنگی حلقه ای (60 گرم)+نان ساندویچی (30 سانتی متر)+خیار شور (50 گرم),خوراک فلافل,خوراک فلافل,True,100.0,True,سس کچاپ(تکنفره)|سوپ|گوجه فرنگی حلقه ای (60 گرم)|نان ساندویچی (30 سانتی متر)|خیار شور (50 گرم)
خوراک فلافل+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+خیار شور (50 گرم)+خوراک لوبیا,خوراک فلافل,خوراک فلافل,True,100.0,True,سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|خیار شور (50 گرم)|خوراک لوبیا
خوراک فلافل+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+خیار شور (50 گرم)+شله زرد,خوراک فلافل,خوراک فلافل,True,100.0,True,سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|خیار شور (50 گرم)|شله زرد
خوراک فلافل+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+دوغ+نان ساندویچی (30 سانتی متر)+خیار شور (50 گرم),خوراک فلافل,خوراک فلافل,True,100.0,True,سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|دوغ|نان ساندویچی (30 سانتی متر)|خیار شور (50 گرم)
خوراک فلافل+سس کچاپ(تکنفره)+گوجه فرنگی حلقه ای (60 گرم)+ماست+نان ساندویچی (30 سانتی متر)+خیار شور (50 گرم),خوراک فلافل,خوراک فلافل,True,100.0,True,سس کچاپ(تکنفره)|گوجه فرنگی حلقه ای (60 گرم)|ماست|نان ساندویچی (30 سانتی متر)|خیار شور (50 گرم)
